,make,model,year,fuel,hp,cylinders,trans,drive,doors,vsize,body,hwy_mpg,city_mpg,popularity,price,comb_mpg,log_hp,log_hwy_mpg,log_city_mpg,log_comb_mpg,log_popularity,log_price,ppp,mpg_ratio,mpg_per_hp
2527,Chevrolet,City Express,2017,regular unleaded,131,4,automatic,front wheel drive,4,Compact,Cargo Minivan,26,24,1385,23515,25.0,2.1172712956557644,1.414973347970818,1.380211241711606,1.3979400086720377,3.1414497734004674,4.371344983082098,179.50381679389312,1.0833333333333333,0.19083969465648856
2543,Honda,Civic,2015,regular unleaded,143,4,automatic,front wheel drive,4,Compact,Sedan,39,30,2202,24340,34.5,2.155336037465062,1.591064607026499,1.4771212547196624,1.5378190950732742,3.342817314635733,4.3863205738940465,170.2097902097902,1.3,0.24125874125874125
2544,Honda,Civic,2015,regular unleaded,143,4,automatic,front wheel drive,4,Compact,Sedan,41,31,2202,20040,36.0,2.155336037465062,1.6127838567197355,1.4913616938342726,1.5563025007672873,3.342817314635733,4.301897717195208,140.13986013986013,1.3225806451612903,0.2517482517482518
2545,Honda,Civic,2015,regular unleaded,143,4,automatic,front wheel drive,4,Compact,Sedan,39,30,2202,19990,34.5,2.155336037465062,1.591064607026499,1.4771212547196624,1.5378190950732742,3.342817314635733,4.300812794118117,139.7902097902098,1.3,0.24125874125874125
2546,Honda,Civic,2015,premium unleaded ,205,4,manual,front wheel drive,4,Compact,Sedan,31,22,2202,24590,26.5,2.311753861055754,1.4913616938342726,1.3424226808222062,1.423245873936808,3.342817314635733,4.390758528738717,119.95121951219512,1.4090909090909092,0.12926829268292683
2547,Honda,Civic,2015,regular unleaded,110,4,automatic,front wheel drive,4,Compact,Sedan,47,44,2202,27435,45.5,2.041392685158225,1.6720978579357175,1.6434526764861874,1.6580113966571124,3.342817314635733,4.438304964532098,249.4090909090909,1.0681818181818181,0.41363636363636364
2548,Honda,Civic,2015,premium unleaded ,205,4,manual,front wheel drive,2,Compact,Coupe,31,22,2202,23090,26.5,2.311753861055754,1.4913616938342726,1.3424226808222062,1.423245873936808,3.342817314635733,4.3634239329171765,112.63414634146342,1.4090909090909092,0.12926829268292683
2549,Honda,Civic,2015,regular unleaded,143,4,manual,front wheel drive,2,Compact,Coupe,36,28,2202,20390,32.0,2.155336037465062,1.5563025007672873,1.4471580313422192,1.505149978319906,3.342817314635733,4.30941722577814,142.5874125874126,1.2857142857142858,0.22377622377622378
2550,Honda,Civic,2015,premium unleaded ,205,4,manual,front wheel drive,2,Compact,Coupe,31,22,2202,22890,26.5,2.311753861055754,1.4913616938342726,1.3424226808222062,1.423245873936808,3.342817314635733,4.359645792674543,111.65853658536585,1.4090909090909092,0.12926829268292683
2551,Honda,Civic,2015,regular unleaded,143,4,automatic,front wheel drive,4,Compact,Sedan,39,30,2202,21190,34.5,2.155336037465062,1.591064607026499,1.4771212547196624,1.5378190950732742,3.342817314635733,4.326130956710794,148.1818181818182,1.3,0.24125874125874125
2552,Honda,Civic,2015,regular unleaded,110,4,automatic,front wheel drive,4,Compact,Sedan,47,44,2202,25935,45.5,2.041392685158225,1.6720978579357175,1.6434526764861874,1.6580113966571124,3.342817314635733,4.413886252329604,235.77272727272728,1.0681818181818181,0.41363636363636364
2553,Honda,Civic,2015,premium unleaded ,205,4,manual,front wheel drive,2,Compact,Coupe,31,22,2202,24390,26.5,2.311753861055754,1.4913616938342726,1.3424226808222062,1.423245873936808,3.342817314635733,4.387211800313731,118.97560975609755,1.4090909090909092,0.12926829268292683
2554,Honda,Civic,2015,regular unleaded,143,4,automatic,front wheel drive,4,Compact,Sedan,39,30,2202,22840,34.5,2.155336037465062,1.591064607026499,1.4771212547196624,1.5378190950732742,3.342817314635733,4.358696099573811,159.72027972027973,1.3,0.24125874125874125
2555,Honda,Civic,2015,premium unleaded ,205,4,manual,front wheel drive,4,Compact,Sedan,31,22,2202,23290,26.5,2.311753861055754,1.4913616938342726,1.3424226808222062,1.423245873936808,3.342817314635733,4.367169488534681,113.60975609756098,1.4090909090909092,0.12926829268292683
2556,Honda,Civic,2015,natural gas,110,4,automatic,front wheel drive,4,Compact,Sedan,38,27,2202,26740,32.5,2.041392685158225,1.5797835966168101,1.4313637641589874,1.5118833609788744,3.342817314635733,4.427161402925965,243.0909090909091,1.4074074074074074,0.29545454545454547
2557,Honda,Civic,2015,regular unleaded,110,4,automatic,front wheel drive,4,Compact,Sedan,47,44,2202,26235,45.5,2.041392685158225,1.6720978579357175,1.6434526764861874,1.6580113966571124,3.342817314635733,4.418881068534358,238.5,1.0681818181818181,0.41363636363636364
2558,Honda,Civic,2015,regular unleaded,110,4,automatic,front wheel drive,4,Compact,Sedan,47,44,2202,24735,45.5,2.041392685158225,1.6720978579357175,1.6434526764861874,1.6580113966571124,3.342817314635733,4.3933119147002,224.86363636363637,1.0681818181818181,0.41363636363636364
2559,Honda,Civic,2015,regular unleaded,143,4,automatic,front wheel drive,4,Compact,Sedan,39,30,2202,19290,34.5,2.155336037465062,1.591064607026499,1.4771212547196624,1.5378190950732742,3.342817314635733,4.2853322276438846,134.8951048951049,1.3,0.24125874125874125
2560,Honda,Civic,2015,regular unleaded,143,4,automatic,front wheel drive,2,Compact,Coupe,38,29,2202,21190,33.5,2.155336037465062,1.5797835966168101,1.462397997898956,1.5250448070368452,3.342817314635733,4.326130956710794,148.1818181818182,1.3103448275862069,0.23426573426573427
2561,Honda,Civic,2015,regular unleaded,143,4,automatic,front wheel drive,2,Compact,Coupe,38,29,2202,24140,33.5,2.155336037465062,1.5797835966168101,1.462397997898956,1.5250448070368452,3.342817314635733,4.382737265761331,168.8111888111888,1.3103448275862069,0.23426573426573427
2562,Honda,Civic,2015,regular unleaded,143,4,manual,front wheel drive,2,Compact,Coupe,36,28,2202,18290,32.0,2.155336037465062,1.5563025007672873,1.4471580313422192,1.505149978319906,3.342817314635733,4.262213705476417,127.9020979020979,1.2857142857142858,0.22377622377622378
2563,Honda,Civic,2015,regular unleaded,143,4,manual,front wheel drive,4,Compact,Sedan,36,28,2202,18490,32.0,2.155336037465062,1.5563025007672873,1.4471580313422192,1.505149978319906,3.342817314635733,4.266936911159173,129.3006993006993,1.2857142857142858,0.22377622377622378
2564,Honda,Civic,2015,premium unleaded ,205,4,manual,front wheel drive,2,Compact,Coupe,31,22,2202,24590,26.5,2.311753861055754,1.4913616938342726,1.3424226808222062,1.423245873936808,3.342817314635733,4.390758528738717,119.95121951219512,1.4090909090909092,0.12926829268292683
2565,Honda,Civic,2015,natural gas,110,4,automatic,front wheel drive,4,Compact,Sedan,38,27,2202,29390,32.5,2.041392685158225,1.5797835966168101,1.4313637641589874,1.5118833609788744,3.342817314635733,4.468199586072613,267.1818181818182,1.4074074074074074,0.29545454545454547
2566,Honda,Civic,2015,regular unleaded,143,4,automatic,front wheel drive,2,Compact,Coupe,38,29,2202,22640,33.5,2.155336037465062,1.5797835966168101,1.462397997898956,1.5250448070368452,3.342817314635733,4.3548764225162335,158.32167832167832,1.3103448275862069,0.23426573426573427
2567,Honda,Civic,2015,premium unleaded ,205,4,manual,front wheel drive,4,Compact,Sedan,31,22,2202,23090,26.5,2.311753861055754,1.4913616938342726,1.3424226808222062,1.423245873936808,3.342817314635733,4.3634239329171765,112.63414634146342,1.4090909090909092,0.12926829268292683
2568,Honda,Civic,2015,regular unleaded,143,4,automatic,front wheel drive,2,Compact,Coupe,39,30,2202,19090,34.5,2.155336037465062,1.591064607026499,1.4771212547196624,1.5378190950732742,3.342817314635733,4.280805928393667,133.4965034965035,1.3,0.24125874125874125
2569,Honda,Civic,2016,regular unleaded,174,4,automatic,front wheel drive,2,Compact,Coupe,41,31,2202,26125,36.0,2.2405492482826,1.6127838567197355,1.4913616938342726,1.5563025007672873,3.342817314635733,4.4170562991191105,150.14367816091954,1.3225806451612903,0.20689655172413793
2570,Honda,Civic,2016,regular unleaded,174,4,automatic,front wheel drive,2,Compact,Coupe,41,31,2202,23425,36.0,2.2405492482826,1.6127838567197355,1.4913616938342726,1.5563025007672873,3.342817314635733,4.369679599559816,134.6264367816092,1.3225806451612903,0.20689655172413793
2571,Honda,Civic,2016,regular unleaded,174,4,automatic,front wheel drive,4,Midsize,Sedan,42,31,2202,26500,36.5,2.2405492482826,1.6232492903979006,1.4913616938342726,1.5622928644564746,3.342817314635733,4.423245873936808,152.29885057471265,1.3548387096774193,0.20977011494252873
2572,Honda,Civic,2016,regular unleaded,174,4,automatic,front wheel drive,2,Compact,Coupe,41,31,2202,22300,36.0,2.2405492482826,1.6127838567197355,1.4913616938342726,1.5563025007672873,3.342817314635733,4.348304863048161,128.16091954022988,1.3225806451612903,0.20689655172413793
2573,Honda,Civic,2016,regular unleaded,158,4,manual,front wheel drive,4,Midsize,Sedan,40,27,2202,18640,33.5,2.1986570869544226,1.6020599913279623,1.4313637641589874,1.5250448070368452,3.342817314635733,4.270445908017963,117.9746835443038,1.4814814814814814,0.2120253164556962
2574,Honda,Civic,2016,regular unleaded,158,4,automatic,front wheel drive,4,Midsize,Sedan,41,31,2202,22040,36.0,2.1986570869544226,1.6127838567197355,1.4913616938342726,1.5563025007672873,3.342817314635733,4.343211590179747,139.49367088607596,1.3225806451612903,0.22784810126582278
2575,Honda,Civic,2016,regular unleaded,174,4,automatic,front wheel drive,4,Midsize,Sedan,42,31,2202,22200,36.5,2.2405492482826,1.6232492903979006,1.4913616938342726,1.5622928644564746,3.342817314635733,4.346352974450639,127.58620689655173,1.3548387096774193,0.20977011494252873
2576,Honda,Civic,2016,regular unleaded,158,4,automatic,front wheel drive,4,Midsize,Sedan,41,31,2202,21040,36.0,2.1986570869544226,1.6127838567197355,1.4913616938342726,1.5563025007672873,3.342817314635733,4.323045735481702,133.16455696202533,1.3225806451612903,0.22784810126582278
2577,Honda,Civic,2016,regular unleaded,158,4,automatic,front wheel drive,2,Compact,Coupe,41,30,2202,20850,35.5,2.1986570869544226,1.6127838567197355,1.4771212547196624,1.550228353055094,3.342817314635733,4.319106059309776,131.9620253164557,1.3666666666666667,0.22468354430379747
2578,Honda,Civic,2016,regular unleaded,174,4,automatic,front wheel drive,4,Midsize,Sedan,42,31,2202,24700,36.5,2.2405492482826,1.6232492903979006,1.4913616938342726,1.5622928644564746,3.342817314635733,4.392696953259666,141.95402298850576,1.3548387096774193,0.20977011494252873
2579,Honda,Civic,2016,regular unleaded,158,4,manual,front wheel drive,2,Compact,Coupe,38,26,2202,19050,32.0,2.1986570869544226,1.5797835966168101,1.414973347970818,1.505149978319906,3.342817314635733,4.279894980011638,120.56962025316456,1.4615384615384615,0.20253164556962025
2580,Honda,Civic,2016,regular unleaded,158,4,automatic,front wheel drive,4,Midsize,Sedan,41,31,2202,19440,36.0,2.1986570869544226,1.6127838567197355,1.4913616938342726,1.5563025007672873,3.342817314635733,4.288696260590256,123.0379746835443,1.3225806451612903,0.22784810126582278
2581,Honda,Civic,2016,regular unleaded,174,4,automatic,front wheel drive,4,Midsize,Sedan,42,31,2202,23700,36.5,2.2405492482826,1.6232492903979006,1.4913616938342726,1.5622928644564746,3.342817314635733,4.3747483460101035,136.20689655172413,1.3548387096774193,0.20977011494252873
2582,Honda,Civic,2016,regular unleaded,174,4,automatic,front wheel drive,4,Midsize,Sedan,42,31,2202,23200,36.5,2.2405492482826,1.6232492903979006,1.4913616938342726,1.5622928644564746,3.342817314635733,4.365487984890899,133.33333333333334,1.3548387096774193,0.20977011494252873
2583,Honda,Civic,2016,regular unleaded,158,4,automatic,front wheel drive,4,Midsize,Sedan,41,31,2202,20440,36.0,2.1986570869544226,1.6127838567197355,1.4913616938342726,1.5563025007672873,3.342817314635733,4.310480891462675,129.36708860759492,1.3225806451612903,0.22784810126582278
2584,Honda,Civic,2016,regular unleaded,174,4,automatic,front wheel drive,4,Midsize,Sedan,42,31,2202,24700,36.5,2.2405492482826,1.6232492903979006,1.4913616938342726,1.5622928644564746,3.342817314635733,4.392696953259666,141.95402298850576,1.3548387096774193,0.20977011494252873
2585,Honda,Civic,2016,regular unleaded,158,4,automatic,front wheel drive,2,Compact,Coupe,41,30,2202,19850,35.5,2.1986570869544226,1.6127838567197355,1.4771212547196624,1.550228353055094,3.342817314635733,4.297760511099134,125.63291139240506,1.3666666666666667,0.22468354430379747
2586,Honda,Civic,2017,regular unleaded,174,4,manual,front wheel drive,4,Compact,4dr Hatchback,39,30,2202,19700,34.5,2.2405492482826,1.591064607026499,1.4771212547196624,1.5378190950732742,3.342817314635733,4.294466226161593,113.2183908045977,1.3,0.19827586206896552
2587,Honda,Civic,2017,premium unleaded ,180,4,manual,front wheel drive,4,Compact,4dr Hatchback,39,30,2202,21300,34.5,2.255272505103306,1.591064607026499,1.4771212547196624,1.5378190950732742,3.342817314635733,4.328379603438738,118.33333333333333,1.3,0.19166666666666668
2588,Honda,Civic,2017,regular unleaded,174,4,automatic,front wheel drive,4,Compact,4dr Hatchback,40,31,2202,25300,35.5,2.2405492482826,1.6020599913279623,1.4913616938342726,1.550228353055094,3.342817314635733,4.4031205211758175,145.4022988505747,1.2903225806451613,0.20402298850574713
2589,Honda,Civic,2017,regular unleaded,174,4,automatic,front wheel drive,4,Compact,4dr Hatchback,40,31,2202,22800,35.5,2.2405492482826,1.6020599913279623,1.4913616938342726,1.550228353055094,3.342817314635733,4.357934847000454,131.0344827586207,1.2903225806451613,0.20402298850574713
2590,Honda,Civic,2017,regular unleaded,174,4,automatic,front wheel drive,4,Compact,4dr Hatchback,40,31,2202,20500,35.5,2.2405492482826,1.6020599913279623,1.4913616938342726,1.550228353055094,3.342817314635733,4.311753861055754,117.816091954023,1.2903225806451613,0.20402298850574713
2591,Honda,Civic,2017,premium unleaded ,180,4,automatic,front wheel drive,4,Compact,4dr Hatchback,36,30,2202,22100,33.0,2.255272505103306,1.5563025007672873,1.4771212547196624,1.5185139398778875,3.342817314635733,4.344392273685111,122.77777777777777,1.2,0.18333333333333332
2592,Honda,Civic,2017,regular unleaded,174,4,automatic,front wheel drive,4,Midsize,Sedan,42,32,2202,26600,37.0,2.2405492482826,1.6232492903979006,1.505149978319906,1.568201724066995,3.342817314635733,4.424881636631067,152.8735632183908,1.3125,0.21264367816091953
2593,Honda,Civic,2017,regular unleaded,174,4,automatic,front wheel drive,2,Compact,Coupe,40,31,2202,26225,35.5,2.2405492482826,1.6020599913279623,1.4913616938342726,1.550228353055094,3.342817314635733,4.4187154968655955,150.7183908045977,1.2903225806451613,0.20402298850574713
2594,Honda,Civic,2017,regular unleaded,174,4,automatic,front wheel drive,4,Midsize,Sedan,42,32,2202,22300,37.0,2.2405492482826,1.6232492903979006,1.505149978319906,1.568201724066995,3.342817314635733,4.348304863048161,128.16091954022988,1.3125,0.21264367816091953
2595,Honda,Civic,2017,regular unleaded,174,4,automatic,front wheel drive,2,Compact,Coupe,40,31,2202,23525,35.5,2.2405492482826,1.6020599913279623,1.4913616938342726,1.550228353055094,3.342817314635733,4.3715296320992945,135.20114942528735,1.2903225806451613,0.20402298850574713
2596,Honda,Civic,2017,regular unleaded,174,4,automatic,front wheel drive,4,Midsize,Sedan,42,32,2202,23800,37.0,2.2405492482826,1.6232492903979006,1.505149978319906,1.568201724066995,3.342817314635733,4.376576957056512,136.7816091954023,1.3125,0.21264367816091953
2597,Honda,Civic,2017,regular unleaded,174,4,manual,front wheel drive,4,Midsize,Sedan,42,31,2202,21500,36.5,2.2405492482826,1.6232492903979006,1.4913616938342726,1.5622928644564746,3.342817314635733,4.332438459915605,123.5632183908046,1.3548387096774193,0.20977011494252873
2598,Honda,Civic,2017,regular unleaded,158,4,automatic,front wheel drive,4,Midsize,Sedan,40,31,2202,20540,35.5,2.1986570869544226,1.6020599913279623,1.4913616938342726,1.550228353055094,3.342817314635733,4.312600439261259,130.0,1.2903225806451613,0.22468354430379747
2599,Honda,Civic,2017,regular unleaded,158,4,manual,front wheel drive,4,Midsize,Sedan,40,28,2202,18740,34.0,2.1986570869544226,1.6020599913279623,1.4471580313422192,1.5314789170422551,3.342817314635733,4.272769586551759,118.60759493670886,1.4285714285714286,0.21518987341772153
2600,Honda,Civic,2017,regular unleaded,158,4,automatic,front wheel drive,2,Compact,Coupe,39,30,2202,20950,34.5,2.1986570869544226,1.591064607026499,1.4771212547196624,1.5378190950732742,3.342817314635733,4.321184027302314,132.59493670886076,1.3,0.21835443037974683
2601,Honda,Civic,2017,regular unleaded,174,4,automatic,front wheel drive,2,Compact,Coupe,40,31,2202,22400,35.5,2.2405492482826,1.6020599913279623,1.4913616938342726,1.550228353055094,3.342817314635733,4.350248018334163,128.73563218390805,1.2903225806451613,0.20402298850574713
2602,Honda,Civic,2017,regular unleaded,174,4,automatic,front wheel drive,4,Midsize,Sedan,42,32,2202,23300,37.0,2.2405492482826,1.6232492903979006,1.505149978319906,1.568201724066995,3.342817314635733,4.367355921026019,133.90804597701148,1.3125,0.21264367816091953
2603,Honda,Civic,2017,regular unleaded,174,4,automatic,front wheel drive,4,Midsize,Sedan,42,32,2202,24800,37.0,2.2405492482826,1.6232492903979006,1.505149978319906,1.568201724066995,3.342817314635733,4.394451680826216,142.5287356321839,1.3125,0.21264367816091953
2604,Honda,Civic,2017,regular unleaded,158,4,automatic,front wheel drive,4,Midsize,Sedan,40,31,2202,19540,35.5,2.1986570869544226,1.6020599913279623,1.4913616938342726,1.550228353055094,3.342817314635733,4.290924559382754,123.67088607594937,1.2903225806451613,0.22468354430379747
2605,Honda,Civic,2017,regular unleaded,158,4,automatic,front wheel drive,4,Midsize,Sedan,40,31,2202,21140,35.5,2.1986570869544226,1.6020599913279623,1.4913616938342726,1.550228353055094,3.342817314635733,4.325104982971408,133.79746835443038,1.2903225806451613,0.22468354430379747
2606,Honda,Civic,2017,regular unleaded,158,4,manual,front wheel drive,2,Compact,Coupe,39,28,2202,19150,33.5,2.1986570869544226,1.591064607026499,1.4471580313422192,1.5250448070368452,3.342817314635733,4.282168778304642,121.20253164556962,1.3928571428571428,0.2120253164556962
2607,Honda,Civic,2017,regular unleaded,158,4,automatic,front wheel drive,4,Midsize,Sedan,40,31,2202,22140,35.5,2.1986570869544226,1.6020599913279623,1.4913616938342726,1.550228353055094,3.342817314635733,4.345177616542704,140.126582278481,1.2903225806451613,0.22468354430379747
2608,Honda,Civic,2017,regular unleaded,158,4,automatic,front wheel drive,2,Compact,Coupe,39,30,2202,19950,34.5,2.1986570869544226,1.591064607026499,1.4771212547196624,1.5378190950732742,3.342817314635733,4.299942900022767,126.26582278481013,1.3,0.21835443037974683
2609,Honda,Civic,2017,regular unleaded,174,4,automatic,front wheel drive,4,Midsize,Sedan,42,32,2202,24800,37.0,2.2405492482826,1.6232492903979006,1.505149978319906,1.568201724066995,3.342817314635733,4.394451680826216,142.5287356321839,1.3125,0.21264367816091953
2610,Honda,Civic,2017,regular unleaded,174,4,manual,front wheel drive,2,Compact,Coupe,41,30,2202,21600,35.5,2.2405492482826,1.6127838567197355,1.4771212547196624,1.550228353055094,3.342817314635733,4.334453751150931,124.13793103448276,1.3666666666666667,0.20402298850574713
2687,Mercedes-Benz,CLA-Class,2015,premium unleaded ,208,4,automated manual,front wheel drive,4,Midsize,Sedan,38,26,617,31500,32.0,2.3180633349627615,1.5797835966168101,1.414973347970818,1.505149978319906,2.7902851640332416,4.498310553789601,151.44230769230768,1.4615384615384615,0.15384615384615385
2688,Mercedes-Benz,CLA-Class,2015,premium unleaded ,208,4,automated manual,all wheel drive,4,Midsize,Sedan,32,24,617,33500,28.0,2.3180633349627615,1.505149978319906,1.380211241711606,1.4471580313422192,2.7902851640332416,4.525044807036846,161.05769230769232,1.3333333333333333,0.1346153846153846
2689,Mercedes-Benz,CLA-Class,2015,premium unleaded ,355,4,automated manual,all wheel drive,4,Midsize,Sedan,31,23,617,48500,27.0,2.550228353055094,1.4913616938342726,1.3617278360175928,1.4313637641589874,2.7902851640332416,4.685741738602264,136.61971830985917,1.3478260869565217,0.07605633802816901
2690,Mercedes-Benz,CLA-Class,2016,premium unleaded ,208,4,automated manual,front wheel drive,4,Midsize,Sedan,38,26,617,32050,32.0,2.3180633349627615,1.5797835966168101,1.414973347970818,1.505149978319906,2.7902851640332416,4.505828033854836,154.08653846153845,1.4615384615384615,0.15384615384615385
2691,Mercedes-Benz,CLA-Class,2016,premium unleaded ,375,4,automated manual,all wheel drive,4,Midsize,Sedan,31,23,617,49500,27.0,2.574031267727719,1.4913616938342726,1.3617278360175928,1.4313637641589874,2.7902851640332416,4.694605198933568,132.0,1.3478260869565217,0.072
2692,Mercedes-Benz,CLA-Class,2016,premium unleaded ,208,4,automated manual,all wheel drive,4,Midsize,Sedan,33,24,617,34050,28.5,2.3180633349627615,1.5185139398778875,1.380211241711606,1.4548448600085102,2.7902851640332416,4.532117116248804,163.70192307692307,1.375,0.13701923076923078
2693,Mercedes-Benz,CLA-Class,2017,premium unleaded ,208,4,automatic,front wheel drive,4,Midsize,Sedan,38,26,617,32400,32.0,2.3180633349627615,1.5797835966168101,1.414973347970818,1.505149978319906,2.7902851640332416,4.510545010206612,155.76923076923077,1.4615384615384615,0.15384615384615385
2694,Mercedes-Benz,CLA-Class,2017,premium unleaded ,208,4,automatic,all wheel drive,4,Midsize,Sedan,32,23,617,34400,27.5,2.3180633349627615,1.505149978319906,1.3617278360175928,1.4393326938302626,2.7902851640332416,4.53655844257153,165.3846153846154,1.391304347826087,0.13221153846153846
2695,Mercedes-Benz,CLA-Class,2017,premium unleaded ,375,4,automatic,all wheel drive,4,Midsize,Sedan,30,23,617,49950,26.5,2.574031267727719,1.4771212547196624,1.3617278360175928,1.423245873936808,2.7902851640332416,4.6985354925620015,133.2,1.3043478260869565,0.07066666666666667
2696,Acura,CL,2001,premium unleaded ,225,6,automatic,front wheel drive,2,Midsize,Coupe,27,17,204,29980,22.0,2.3521825181113627,1.4313637641589874,1.2304489213782739,1.3424226808222062,2.3096301674258988,4.476831628512261,133.24444444444444,1.588235294117647,0.09777777777777778
2697,Acura,CL,2001,premium unleaded ,225,6,automatic,front wheel drive,2,Midsize,Coupe,27,17,204,27980,22.0,2.3521825181113627,1.4313637641589874,1.2304489213782739,1.3424226808222062,2.3096301674258988,4.446847710155809,124.35555555555555,1.588235294117647,0.09777777777777778
2698,Acura,CL,2002,premium unleaded ,225,6,automatic,front wheel drive,2,Midsize,Coupe,27,17,204,28030,22.0,2.3521825181113627,1.4313637641589874,1.2304489213782739,1.3424226808222062,2.3096301674258988,4.447623097760286,124.57777777777778,1.588235294117647,0.09777777777777778
2699,Acura,CL,2002,premium unleaded ,225,6,automatic,front wheel drive,2,Midsize,Coupe,27,17,204,30030,22.0,2.3521825181113627,1.4313637641589874,1.2304489213782739,1.3424226808222062,2.3096301674258988,4.477555332198981,133.46666666666667,1.588235294117647,0.09777777777777778
2700,Acura,CL,2003,premium unleaded ,260,6,manual,front wheel drive,2,Midsize,Coupe,26,17,204,32700,21.5,2.4149733479708178,1.414973347970818,1.2304489213782739,1.3324384599156054,2.3096301674258988,4.514547752660286,125.76923076923077,1.5294117647058822,0.08269230769230769
2701,Acura,CL,2003,premium unleaded ,260,6,automatic,front wheel drive,2,Midsize,Coupe,27,17,204,30550,22.0,2.4149733479708178,1.4313637641589874,1.2304489213782739,1.3424226808222062,2.3096301674258988,4.485011214578573,117.5,1.588235294117647,0.08461538461538462
2702,Acura,CL,2003,premium unleaded ,225,6,automatic,front wheel drive,2,Midsize,Coupe,27,17,204,30350,22.0,2.3521825181113627,1.4313637641589874,1.2304489213782739,1.3424226808222062,2.3096301674258988,4.482158695411276,134.88888888888889,1.588235294117647,0.09777777777777778
2703,Acura,CL,2003,premium unleaded ,225,6,automatic,front wheel drive,2,Midsize,Coupe,27,17,204,28200,22.0,2.3521825181113627,1.4313637641589874,1.2304489213782739,1.3424226808222062,2.3096301674258988,4.450249108319361,125.33333333333333,1.588235294117647,0.09777777777777778
2704,Acura,CL,2003,premium unleaded ,260,6,manual,front wheel drive,2,Midsize,Coupe,26,17,204,30550,21.5,2.4149733479708178,1.414973347970818,1.2304489213782739,1.3324384599156054,2.3096301674258988,4.485011214578573,117.5,1.5294117647058822,0.08269230769230769
2705,Chevrolet,Classic,2004,regular unleaded,140,4,automatic,front wheel drive,4,Midsize,Sedan,31,22,1385,19505,26.5,2.146128035678238,1.4913616938342726,1.3424226808222062,1.423245873936808,3.1414497734004674,4.2901459546478105,139.32142857142858,1.4090909090909092,0.18928571428571428
2706,Chevrolet,Classic,2005,regular unleaded,140,4,automatic,front wheel drive,4,Midsize,Sedan,31,22,1385,19690,26.5,2.146128035678238,1.4913616938342726,1.3424226808222062,1.423245873936808,3.1414497734004674,4.294245716138118,140.64285714285714,1.4090909090909092,0.18928571428571428
2707,Mercedes-Benz,CLK-Class,2007,premium unleaded ,268,6,automatic,rear wheel drive,2,Compact,Convertible,25,17,617,54200,21.0,2.428134794028789,1.3979400086720377,1.2304489213782739,1.3222192947339193,2.7902851640332416,4.733999286538387,202.23880597014926,1.4705882352941178,0.07835820895522388
2709,Mercedes-Benz,CLK-Class,2007,premium unleaded ,268,6,automatic,rear wheel drive,2,Compact,Coupe,25,17,617,46200,21.0,2.428134794028789,1.3979400086720377,1.2304489213782739,1.3222192947339193,2.7902851640332416,4.664641975556125,172.38805970149255,1.4705882352941178,0.07835820895522388
2710,Mercedes-Benz,CLK-Class,2007,premium unleaded ,382,8,automatic,rear wheel drive,2,Compact,Convertible,22,15,617,62900,18.5,2.582063362911709,1.3424226808222062,1.1760912590556813,1.2671717284030137,2.7902851640332416,4.798650645445269,164.65968586387436,1.4666666666666666,0.04842931937172775
2711,Mercedes-Benz,CLK-Class,2007,premium unleaded ,382,8,automatic,rear wheel drive,2,Compact,Coupe,22,15,617,54900,18.5,2.582063362911709,1.3424226808222062,1.1760912590556813,1.2671717284030137,2.7902851640332416,4.739572344450092,143.717277486911,1.4666666666666666,0.04842931937172775
2712,Mercedes-Benz,CLK-Class,2008,premium unleaded ,268,6,automatic,rear wheel drive,2,Compact,Coupe,25,17,617,46450,21.0,2.428134794028789,1.3979400086720377,1.2304489213782739,1.3222192947339193,2.7902851640332416,4.66698571832966,173.32089552238807,1.4705882352941178,0.07835820895522388
2713,Mercedes-Benz,CLK-Class,2008,premium unleaded ,382,8,automatic,rear wheel drive,2,Compact,Coupe,22,15,617,55150,18.5,2.582063362911709,1.3424226808222062,1.1760912590556813,1.2671717284030137,2.7902851640332416,4.74154551677621,144.3717277486911,1.4666666666666666,0.04842931937172775
2715,Mercedes-Benz,CLK-Class,2008,premium unleaded ,382,8,automatic,rear wheel drive,2,Compact,Convertible,21,15,617,63200,18.0,2.582063362911709,1.3222192947339193,1.1760912590556813,1.255272505103306,2.7902851640332416,4.800717078282385,165.44502617801047,1.4,0.04712041884816754
2717,Mercedes-Benz,CLK-Class,2008,premium unleaded ,268,6,automatic,rear wheel drive,2,Compact,Convertible,25,17,617,54500,21.0,2.428134794028789,1.3979400086720377,1.2304489213782739,1.3222192947339193,2.7902851640332416,4.7363965022766426,203.3582089552239,1.4705882352941178,0.07835820895522388
2718,Mercedes-Benz,CLK-Class,2009,premium unleaded ,268,6,automatic,rear wheel drive,2,Midsize,Convertible,25,17,617,56100,21.0,2.428134794028789,1.3979400086720377,1.2304489213782739,1.3222192947339193,2.7902851640332416,4.748962861256161,209.32835820895522,1.4705882352941178,0.07835820895522388
2719,Mercedes-Benz,CLK-Class,2009,premium unleaded ,382,8,automatic,rear wheel drive,2,Midsize,Convertible,21,15,617,64800,18.0,2.582063362911709,1.3222192947339193,1.1760912590556813,1.255272505103306,2.7902851640332416,4.811575005870593,169.63350785340313,1.4,0.04712041884816754
